Requisition_ID,Job_Family,Job_Role,Job_Band,Experience_Required_Years,City,Interview_Panel_Availability,Total_Interview_Rounds,Assessment_Included,Candidate_Source,Notice_Period_Days,Job_Posted_Date,Hire_Date,Time to hire
HT0236,Technology,ML Engineer,Band_3,12,Nagoya,2,3,Yes,LinkedIn,60,2024-07-26,2024-08-21,26
HT0237,Sales,Account Executive,Band_2,9,Chennai,2,1,Yes,Naukri,60,2024-02-11,2024-03-03,21
HT0238,Technology,ML Engineer,Band_5,11,Chennai,5,1,No,Consultant,90,2025-11-08,2025-12-02,24
HT0239,Technology,Backend Developer,Band_2,1,Chennai,3,2,Yes,Naukri,60,2024-08-06,2024-08-28,22
HT0240,Technology,ML Engineer,Band_3,17,Beijing,3,3,Yes,Naukri,60,2025-01-25,2025-02-19,25
HT0241,Technology,Data Engineer,Band_2,7,Nagoya,4,3,Yes,LinkedIn,60,2025-07-04,2025-07-23,19
HT0242,Technology,Backend Developer,Band_6,13,Shenzhen,4,3,No,Consultant,90,2024-12-05,2024-12-20,15
HT0243,Operations,Operations Analyst,Band_2,5,Tokyo,1,2,Yes,Referral,30,2025-11-20,2025-12-15,25
HT0244,Operations,Supply Chain Lead,Band_2,5,Bangalore,3,1,Yes,Other,60,2025-02-08,2025-03-01,21
HT0245,Technology,Data Engineer,Band_1,3,Beijing,2,1,No,Naukri,60,2025-08-09,2025-09-01,23
HT0246,Operations,Operations Analyst,Band_1,3,Nagoya,2,3,No,Other,90,2024-07-04,2024-07-29,25
HT0247,Operations,Supply Chain Lead,Band_2,3,Bangalore,3,3,Yes,Other,60,2025-11-18,2025-12-10,22
HT0248,Operations,Supply Chain Lead,Band_2,2,Nagoya,3,2,Yes,Consultant,90,2024-06-21,2024-07-12,21
HT0249,Operations,Supply Chain Lead,Band_2,5,Beijing,1,3,Yes,LinkedIn,30,2025-07-18,2025-08-06,19
HT0250,Technology,ML Engineer,Band_5,16,Nagoya,5,3,No,Referral,90,2025-02-18,2025-03-11,21
HT0251,HR,HR Analyst,Band_5,17,Tokyo,5,3,Yes,Naukri,90,2025-01-07,2025-01-29,22
HT0252,Operations,Operations Analyst,Band_2,7,Chennai,1,1,Yes,Referral,30,2025-05-14,2025-05-31,17
HT0253,Operations,Supply Chain Lead,Band_5,13,Shenzhen,4,2,No,Referral,90,2025-07-11,2025-08-03,23
HT0254,HR,HR Analyst,Band_5,17,Osaka,5,3,No,LinkedIn,90,2024-05-22,2024-06-11,20
HT0255,HR,Recruiter,Band_6,14,Chennai,5,3,No,Naukri,90,2024-04-26,2024-05-19,23
HT0256,Technology,ML Engineer,Band_2,1,Nagoya,5,2,Yes,Consultant,60,2024-02-27,2024-03-19,21
HT0257,Sales,Sales Manager,Band_5,11,Beijing,4,1,No,LinkedIn,90,2024-05-26,2024-06-20,25
HT0258,Sales,Sales Manager,Band_2,1,Chennai,2,3,Yes,Other,30,2025-09-12,2025-10-04,22
HT0259,HR,Recruiter,Band_3,19,Shanghai,4,1,Yes,LinkedIn,60,2024-02-14,2024-03-09,24
HT0260,HR,Recruiter,Band_2,5,Tokyo,1,1,Yes,Consultant,60,2024-01-06,2024-01-26,20
HT0261,Operations,Supply Chain Lead,Band_5,18,Shenzhen,5,2,No,Referral,90,2025-01-09,2025-01-31,22
HT0262,Operations,Supply Chain Lead,Band_6,14,Tokyo,5,3,No,LinkedIn,90,2024-05-21,2024-06-11,21
HT0263,HR,HR Analyst,Band_1,3,Beijing,4,3,No,Other,60,2024-05-28,2024-06-17,20
HT0264,Technology,Data Engineer,Band_6,12,Beijing,3,1,No,LinkedIn,90,2025-05-21,2025-06-11,21
HT0265,Technology,Backend Developer,Band_2,3,Tokyo,5,2,Yes,Referral,60,2024-12-27,2025-01-19,23
HT0266,Sales,Account Executive,Band_2,5,Tokyo,5,2,Yes,Other,60,2025-02-17,2025-03-09,20
HT0267,HR,Recruiter,Band_5,16,Tokyo,2,3,No,Naukri,90,2025-05-10,2025-06-01,22
HT0268,HR,Recruiter,Band_5,11,Shenzhen,3,1,No,Other,90,2025-07-02,2025-07-19,17
HT0269,Sales,Account Executive,Band_2,7,Bangalore,1,1,Yes,Consultant,30,2026-01-24,2026-02-12,19
HT0270,Technology,Backend Developer,Band_3,9,Chennai,2,1,Yes,Other,90,2025-09-27,2025-10-21,24
HT0271,HR,HR Analyst,Band_5,11,Osaka,4,3,No,LinkedIn,90,2024-12-21,2025-01-12,22
HT0272,Operations,Supply Chain Lead,Band_2,6,Shanghai,3,2,Yes,Consultant,60,2025-07-15,2025-08-06,22
HT0273,HR,HR Analyst,Band_5,14,Chennai,2,2,No,LinkedIn,90,2024-05-14,2024-06-04,21
HT0274,HR,Recruiter,Band_2,5,Shanghai,2,1,Yes,Naukri,60,2025-10-07,2025-11-02,26
HT0275,HR,HR Analyst,Band_2,1,Shanghai,5,1,Yes,Other,60,2024-12-08,2025-01-01,24
HT0276,Operations,Supply Chain Lead,Band_3,10,Shenzhen,3,2,Yes,Other,90,2025-11-20,2025-12-12,22
HT0277,Technology,Data Engineer,Band_2,3,Osaka,5,3,Yes,Consultant,90,2024-12-17,2025-01-07,21
HT0278,Sales,Account Executive,Band_1,3,Nagoya,1,1,No,Consultant,30,2024-05-08,2024-06-02,25
HT0279,Technology,Backend Developer,Band_5,10,Osaka,4,3,No,Naukri,90,2024-03-26,2024-04-13,18
HT0280,Sales,Account Executive,Band_1,5,Shenzhen,4,3,No,Other,90,2025-11-10,2025-12-03,23
HT0281,Operations,Supply Chain Lead,Band_2,5,Shanghai,2,2,Yes,Referral,90,2025-07-06,2025-07-24,18
HT0282,Technology,ML Engineer,Band_2,5,Bangalore,4,2,Yes,Naukri,60,2025-05-03,2025-05-24,21
HT0283,HR,Recruiter,Band_2,9,Nagoya,1,1,Yes,Naukri,60,2024-09-26,2024-10-19,23
HT0284,Technology,ML Engineer,Band_2,1,Hyderabad,2,1,Yes,Referral,60,2025-09-24,2025-10-18,24
HT0285,Sales,Sales Manager,Band_6,14,Hyderabad,1,2,No,LinkedIn,90,2024-01-09,2024-01-26,17
HT0286,Technology,Backend Developer,Band_2,4,Beijing,2,3,Yes,LinkedIn,60,2024-03-14,2024-04-04,21
HT0287,HR,HR Analyst,Band_5,12,Beijing,3,1,No,Referral,90,2025-11-12,2025-12-04,22
HT0288,Sales,Account Executive,Band_2,5,Tokyo,4,3,Yes,Other,60,2025-10-10,2025-10-29,19
HT0289,Operations,Operations Analyst,Band_2,2,Tokyo,1,1,Yes,Consultant,60,2024-06-10,2024-07-01,21
HT0290,Operations,Supply Chain Lead,Band_2,9,Tokyo,5,2,Yes,Other,90,2026-01-20,2026-02-08,19
HT0291,Sales,Account Executive,Band_5,17,Bangalore,5,2,No,Consultant,90,2024-12-22,2025-01-16,25
HT0292,HR,HR Analyst,Band_1,1,Chennai,4,3,No,Naukri,30,2025-09-22,2025-10-21,29
HT0293,Operations,Supply Chain Lead,Band_6,16,Bangalore,2,1,No,LinkedIn,90,2024-11-25,2024-12-13,18
HT0294,HR,Recruiter,Band_1,4,Chennai,3,3,No,Consultant,30,2025-01-10,2025-01-30,20
HT0295,Technology,ML Engineer,Band_3,4,Tokyo,5,3,Yes,Naukri,60,2025-06-25,2025-07-11,16
HT0296,HR,HR Analyst,Band_6,16,Bangalore,5,3,No,Consultant,90,2025-08-13,2025-09-07,25
HT0297,Operations,Supply Chain Lead,Band_3,18,Chennai,3,2,Yes,Consultant,90,2025-02-26,2025-03-24,26
HT0298,HR,HR Analyst,Band_6,10,Beijing,3,3,No,Other,90,2024-02-05,2024-02-27,22
HT0299,Technology,Data Engineer,Band_2,9,Bangalore,5,1,Yes,LinkedIn,60,2024-12-30,2025-01-20,21
HT0300,HR,HR Analyst,Band_2,5,Beijing,3,2,Yes,Consultant,90,2025-12-07,2026-01-03,27
HT0301,Technology,Data Engineer,Band_6,17,Hyderabad,2,2,No,Other,90,2025-10-30,2025-11-22,23
HT0302,Sales,Account Executive,Band_6,14,Bangalore,3,1,No,Consultant,90,2026-01-19,2026-02-14,26
HT0303,HR,Recruiter,Band_1,2,Shenzhen,2,3,No,Other,60,2025-02-12,2025-03-02,18
HT0304,Sales,Account Executive,Band_3,12,Shanghai,5,3,Yes,LinkedIn,60,2025-03-16,2025-04-09,24
HT0305,Sales,Sales Manager,Band_5,12,Chennai,1,1,No,Other,90,2025-03-28,2025-04-16,19
HT0306,Operations,Operations Analyst,Band_3,18,Beijing,3,3,Yes,Consultant,60,2025-12-11,2025-12-29,18
HT0307,Technology,Backend Developer,Band_5,20,Beijing,1,1,No,Consultant,90,2025-11-10,2025-11-27,17
HT0308,Operations,Operations Analyst,Band_1,3,Tokyo,5,2,No,Other,30,2024-10-22,2024-11-19,28
HT0309,Technology,Data Engineer,Band_5,12,Hyderabad,3,1,No,Referral,90,2024-11-08,2024-11-30,22
HT0310,Technology,ML Engineer,Band_3,13,Chennai,2,2,Yes,Referral,60,2024-08-18,2024-09-07,20
HT0311,HR,HR Analyst,Band_2,1,Hyderabad,5,1,Yes,Referral,30,2025-10-30,2025-11-22,23
HT0312,Technology,Data Engineer,Band_3,9,Shanghai,2,1,Yes,Other,60,2024-05-29,2024-06-19,21
HT0313,Sales,Account Executive,Band_2,3,Chennai,4,2,Yes,Naukri,60,2025-12-04,2025-12-25,21
HT0314,Sales,Account Executive,Band_1,2,Tokyo,4,3,No,Referral,90,2025-02-22,2025-03-12,18
HT0315,Sales,Sales Manager,Band_5,19,Nagoya,1,1,Yes,Other,90,2024-02-12,2024-03-08,25
HT0316,Technology,ML Engineer,Band_2,3,Shanghai,5,1,Yes,Other,60,2025-06-12,2025-07-02,20
HT0317,HR,Recruiter,Band_1,4,Tokyo,2,2,No,Other,60,2026-01-09,2026-02-01,23
HT0318,HR,HR Analyst,Band_3,15,Bangalore,4,3,Yes,Other,60,2024-11-27,2024-12-18,21
HT0319,HR,Recruiter,Band_1,2,Bangalore,4,2,No,Naukri,30,2024-06-23,2024-07-15,22
HT0320,Sales,Account Executive,Band_1,2,Tokyo,4,2,No,Consultant,90,2025-09-29,2025-10-19,20
HT0321,Technology,ML Engineer,Band_5,12,Tokyo,3,1,No,Naukri,90,2024-01-07,2024-02-02,26
HT0322,Operations,Supply Chain Lead,Band_1,2,Shenzhen,3,1,No,LinkedIn,60,2024-02-20,2024-03-13,22
HT0323,Operations,Supply Chain Lead,Band_2,9,Bangalore,2,3,Yes,LinkedIn,30,2024-03-10,2024-04-02,23
HT0324,Technology,Backend Developer,Band_6,19,Shenzhen,4,3,No,Consultant,90,2025-12-06,2025-12-29,23
HT0325,Sales,Account Executive,Band_6,17,Tokyo,3,3,No,Naukri,90,2024-10-24,2024-11-10,17
HT0326,Sales,Sales Manager,Band_3,11,Bangalore,5,1,Yes,Naukri,60,2024-03-10,2024-04-02,23
HT0327,Operations,Supply Chain Lead,Band_6,15,Chennai,1,3,No,Referral,90,2025-05-05,2025-05-25,20
HT0328,Technology,Data Engineer,Band_5,13,Hyderabad,1,2,No,Referral,90,2025-12-02,2025-12-21,19
HT0329,Operations,Supply Chain Lead,Band_1,2,Osaka,1,2,No,Other,30,2025-05-23,2025-08-11,80
HT0330,HR,HR Analyst,Band_2,5,Chennai,5,1,Yes,LinkedIn,60,2024-12-14,2025-01-05,22
HT0331,Technology,ML Engineer,Band_5,10,Nagoya,3,1,No,Naukri,90,2024-03-30,2024-04-21,22
HT0332,Operations,Supply Chain Lead,Band_2,3,Bangalore,5,2,Yes,Referral,60,2025-11-18,2025-12-06,18
HT0333,Operations,Operations Analyst,Band_2,1,Bangalore,1,1,Yes,Consultant,90,2024-03-13,2024-04-07,25
HT0334,Sales,Sales Manager,Band_5,15,Tokyo,1,2,No,Referral,90,2024-12-30,2025-01-23,24
HT0335,HR,HR Analyst,Band_2,3,Nagoya,1,2,Yes,LinkedIn,60,2024-05-27,2024-06-17,21
HT0336,HR,Recruiter,Band_2,4,Hyderabad,4,2,Yes,Other,90,2024-10-16,2024-11-10,25
HT0337,Sales,Account Executive,Band_5,14,Nagoya,2,1,No,LinkedIn,90,2024-06-11,2024-07-01,20
HT0338,Technology,ML Engineer,Band_5,13,Shanghai,1,1,No,Naukri,90,2025-04-19,2025-05-10,21
HT0339,Technology,Data Engineer,Band_6,17,Osaka,3,2,No,Referral,90,2024-06-01,2024-06-26,25
HT0340,Technology,ML Engineer,Band_5,18,Bangalore,2,2,No,Other,90,2025-02-17,2025-03-10,21
HT0341,Operations,Supply Chain Lead,Band_2,7,Beijing,3,3,Yes,Naukri,60,2025-01-25,2025-02-16,22
HT0342,Technology,Data Engineer,Band_6,14,Bangalore,4,3,No,Consultant,90,2024-01-17,2024-02-07,21
HT0343,HR,Recruiter,Band_2,1,Tokyo,3,1,Yes,LinkedIn,90,2024-07-09,2024-08-02,24
HT0344,Operations,Operations Analyst,Band_5,15,Osaka,1,3,No,Other,90,2025-05-08,2025-05-31,23
HT0345,Technology,Backend Developer,Band_5,14,Osaka,1,3,No,Other,90,2024-01-12,2024-02-06,25
HT0346,Operations,Operations Analyst,Band_6,20,Shenzhen,2,3,No,LinkedIn,90,2025-04-29,2025-05-23,24
HT0347,Operations,Operations Analyst,Band_5,19,Tokyo,3,3,No,Naukri,90,2024-10-14,2024-11-02,19
HT0348,Sales,Account Executive,Band_3,15,Beijing,3,1,Yes,Referral,30,2024-03-27,2024-04-18,22
HT0349,Technology,Data Engineer,Band_2,5,Hyderabad,4,1,Yes,Referral,90,2025-02-12,2025-03-08,24
HT0350,HR,Recruiter,Band_5,19,Shenzhen,3,3,No,Other,90,2025-11-30,2025-12-20,20
HT0351,HR,HR Analyst,Band_6,11,Tokyo,4,1,No,Other,90,2025-11-19,2025-12-14,25
HT0352,HR,Recruiter,Band_2,2,Tokyo,1,3,Yes,Naukri,90,2026-01-12,2026-01-29,17
HT0353,Sales,Account Executive,Band_6,19,Osaka,1,2,No,LinkedIn,90,2024-07-07,2024-07-27,20
HT0354,HR,Recruiter,Band_1,4,Chennai,5,2,No,Naukri,30,2024-09-21,2024-10-11,20
HT0355,HR,Recruiter,Band_1,4,Beijing,4,2,No,Naukri,30,2024-02-05,2024-02-25,20
HT0356,HR,HR Analyst,Band_5,18,Chennai,1,3,No,Other,90,2025-12-25,2026-01-19,25
HT0357,Operations,Supply Chain Lead,Band_2,3,Hyderabad,4,3,Yes,Naukri,60,2024-02-26,2024-03-18,21
HT0358,HR,HR Analyst,Band_6,15,Tokyo,5,1,No,Consultant,90,2025-12-06,2025-12-29,23
HT0359,Technology,ML Engineer,Band_6,11,Beijing,5,2,No,Other,90,2024-11-11,2024-12-01,20
HT0320,Sales,Account Executive,Band_1,3,Tokyo,1,2,No,LinkedIn,90,2022-01-23,2022-02-14,22
HT0321,Sales,Account Executive,Band_1,3,Hyderabad,5,3,No,Naukri,30,2024-04-22,2024-05-17,25
HT0362,Sales,Account Executive,Band_5,12,Beijing,1,1,No,LinkedIn,90,2024-06-26,2024-07-13,17
HT0363,Sales,Account Executive,Band_2,3,Nagoya,2,1,Yes,Referral,90,2024-03-23,2024-04-11,19
HT0364,HR,HR Analyst,Band_2,3,Shenzhen,5,1,Yes,Naukri,30,2025-09-17,2025-10-10,23
HT0365,Technology,ML Engineer,Band_3,2,Hyderabad,4,2,Yes,Naukri,60,2025-07-06,2025-07-31,25
HT0366,Technology,Data Engineer,Band_6,12,Osaka,2,1,No,Consultant,90,2025-01-07,2025-01-27,20
HT0367,Technology,Data Engineer,Band_6,11,Nagoya,1,1,No,Consultant,90,2025-03-31,2025-04-23,23
HT0328,HR,HR Analyst,Band_1,5,Chennai,4,3,No,Naukri,30,2025-04-27,2025-05-18,21
HT0369,Operations,Operations Analyst,Band_3,15,Hyderabad,2,2,Yes,Other,60,2024-05-10,2024-05-30,20
HT0370,Sales,Account Executive,Band_1,1,Shanghai,4,3,No,Naukri,60,2025-02-25,2025-03-21,24
HT0371,Technology,Backend Developer,Band_1,4,Shanghai,5,1,No,Consultant,60,2024-02-11,2024-03-06,24
HT0372,Sales,Sales Manager,Band_3,15,Beijing,4,1,Yes,Referral,90,2024-09-01,2024-09-23,22
HT0373,Technology,ML Engineer,Band_1,2,Shanghai,1,3,No,Referral,30,2025-01-29,2025-02-20,22
HT0374,Technology,Backend Developer,Band_3,3,Nagoya,5,1,Yes,Consultant,60,2025-04-21,2025-05-10,19
HT0375,Sales,Sales Manager,Band_3,15,Shanghai,5,3,Yes,Other,60,2024-09-30,2024-10-20,20
HT0376,HR,Recruiter,Band_6,10,Beijing,1,3,No,Naukri,90,2025-12-10,2025-12-26,16
HT0377,Sales,Account Executive,Band_5,12,Hyderabad,1,2,No,Naukri,90,2025-10-04,2025-10-27,23
HT0378,Technology,Data Engineer,Band_5,16,Osaka,2,2,No,Naukri,90,2025-10-22,2025-11-17,26
HT0379,Sales,Sales Manager,Band_3,6,Chennai,2,1,Yes,Naukri,30,2024-10-22,2024-11-11,20
HT0380,Technology,Backend Developer,Band_5,12,Nagoya,4,3,No,Naukri,90,2024-05-09,2024-05-28,19
HT0381,Technology,Data Engineer,Band_2,1,Nagoya,5,3,Yes,Naukri,90,2025-05-26,2025-06-13,18
HT0382,Operations,Operations Analyst,Band_6,13,Beijing,3,1,No,Other,90,2025-05-05,2025-05-24,19
HT0383,Sales,Sales Manager,Band_2,5,Chennai,5,3,Yes,LinkedIn,60,2024-01-24,2024-02-19,26
HT0384,HR,HR Analyst,Band_6,10,Shanghai,4,3,No,Consultant,90,2025-03-13,2025-04-03,21
HT0385,Operations,Operations Analyst,Band_6,17,Bangalore,1,3,No,Consultant,90,2025-03-10,2025-04-04,25
HT0386,Technology,Backend Developer,Band_6,17,Tokyo,4,1,No,Referral,90,2024-10-06,2024-10-30,24
HT0387,HR,Recruiter,Band_2,4,Osaka,2,1,Yes,LinkedIn,60,2024-01-28,2024-02-19,22
HT0388,HR,HR Analyst,Band_5,16,Nagoya,5,1,No,Referral,90,2025-01-05,2025-01-29,24
HT0389,Technology,Data Engineer,Band_3,14,Shanghai,5,3,Yes,LinkedIn,60,2025-04-17,2025-05-05,18
HT0390,Sales,Account Executive,Band_5,12,Shenzhen,2,3,No,Referral,90,2024-06-20,2024-07-13,23
HT0391,HR,Recruiter,Band_3,20,Chennai,1,1,Yes,LinkedIn,90,2024-06-15,2024-07-03,18
HT0392,Operations,Supply Chain Lead,Band_6,10,Chennai,2,3,No,Naukri,90,2025-01-06,2025-01-29,23
HT0393,Sales,Account Executive,Band_2,7,Beijing,5,1,Yes,Consultant,30,2024-03-21,2024-04-08,18
HT0394,Operations,Operations Analyst,Band_1,2,Chennai,2,3,No,Referral,30,2024-11-04,2024-11-24,20
HT0395,Operations,Operations Analyst,Band_5,11,Chennai,5,1,No,LinkedIn,90,2026-01-16,2026-02-06,21
HT0396,HR,Recruiter,Band_6,14,Shanghai,3,1,No,Consultant,90,2025-08-26,2025-09-15,20
HT0397,Sales,Sales Manager,Band_3,4,Shanghai,3,3,Yes,Consultant,60,2025-12-22,2026-01-12,21
HT0398,HR,Recruiter,Band_2,4,Chennai,1,1,Yes,Naukri,90,2024-07-12,2024-08-02,21
HT0399,HR,HR Analyst,Band_6,14,Osaka,3,3,No,Other,90,2024-06-21,2024-07-09,18
HT0400,HR,Recruiter,Band_2,4,Hyderabad,2,3,Yes,Naukri,30,2025-11-13,2025-12-07,24
HT0401,Technology,ML Engineer,Band_1,5,Osaka,5,2,No,Consultant,60,2024-03-10,2024-03-30,20
HT0402,Operations,Supply Chain Lead,Band_2,2,Bangalore,4,2,Yes,Consultant,30,2025-05-31,2025-06-26,26
HT0403,Technology,Data Engineer,Band_5,13,Shenzhen,4,3,No,Other,90,2025-11-06,2025-11-25,19
HT0404,HR,HR Analyst,Band_5,12,Nagoya,5,1,No,Naukri,90,2024-02-27,2024-03-21,23
HT0405,Operations,Operations Analyst,Band_6,12,Shanghai,3,3,No,LinkedIn,90,2024-12-15,2025-01-03,19
HT0406,Operations,Operations Analyst,Band_3,19,Osaka,4,3,Yes,LinkedIn,60,2024-06-22,2024-07-14,22
HT0407,HR,Recruiter,Band_3,16,Hyderabad,3,2,Yes,Naukri,90,2025-08-09,2025-09-02,24
HT0408,Technology,ML Engineer,Band_2,3,Chennai,5,3,Yes,Consultant,90,2024-10-21,2024-11-11,21
HT0409,Sales,Sales Manager,Band_1,2,Osaka,5,2,No,Other,60,2025-10-29,2025-11-24,26
HT0410,Technology,ML Engineer,Band_6,19,Osaka,3,2,No,Naukri,90,2025-06-12,2025-07-06,24
HT0411,Sales,Sales Manager,Band_2,6,Shanghai,1,1,Yes,Naukri,30,2025-02-24,2025-03-16,20
HT0412,Sales,Sales Manager,Band_2,9,Bangalore,5,1,Yes,LinkedIn,90,2025-05-12,2025-06-03,22
HT0413,Technology,Data Engineer,Band_1,3,Nagoya,5,3,No,Other,30,2024-11-17,2024-12-08,21
HT0414,Operations,Supply Chain Lead,Band_1,3,Osaka,2,1,No,Referral,90,2024-08-31,2024-09-22,22
HT0415,HR,Recruiter,Band_5,14,Shenzhen,3,2,No,Referral,90,2024-02-27,2024-03-20,22
HT0416,Technology,ML Engineer,Band_5,13,Shenzhen,5,1,No,Consultant,90,2024-02-05,2024-02-26,21
HT0417,Technology,Backend Developer,Band_3,11,Shenzhen,4,2,Yes,Consultant,60,2024-11-04,2024-11-21,17
HT0418,HR,HR Analyst,Band_2,5,Nagoya,1,3,Yes,Naukri,90,2025-12-16,2026-01-08,23
HT0419,Sales,Account Executive,Band_2,8,Bangalore,4,3,Yes,Naukri,60,2024-07-23,2024-08-13,21
HT0420,Sales,Sales Manager,Band_3,8,Shenzhen,5,3,Yes,Naukri,30,2024-07-22,2024-08-12,21
HT0421,HR,HR Analyst,Band_3,5,Osaka,1,1,Yes,Other,90,2025-12-19,2026-01-08,20
HT0422,HR,Recruiter,Band_1,4,Osaka,2,2,No,Naukri,90,2024-08-17,2024-09-06,20
HT0423,Sales,Sales Manager,Band_2,5,Hyderabad,2,2,Yes,Consultant,60,2024-01-30,2024-02-21,22
HT0424,HR,Recruiter,Band_6,18,Hyderabad,5,3,No,LinkedIn,90,2025-09-03,2025-09-20,17
HT0425,Operations,Supply Chain Lead,Band_3,9,Tokyo,2,1,Yes,Referral,90,2025-02-08,2025-02-28,20
HT0422,Sales,Sales Manager,Band_1,2,Shanghai,4,1,No,Referral,90,2024-11-12,2024-12-08,26
HT0427,Sales,Sales Manager,Band_1,2,Shanghai,1,2,No,Referral,90,2024-07-12,2024-07-22,10
HT0428,HR,Recruiter,Band_1,2,Beijing,5,3,No,Naukri,90,2022-01-07,2022-01-23,16
HT0429,Technology,Data Engineer,Band_2,5,Tokyo,1,1,Yes,Consultant,90,2025-11-24,2025-12-16,22
HT0430,HR,Recruiter,Band_5,19,Shanghai,3,2,No,LinkedIn,90,2025-11-04,2025-11-26,22
HT0431,HR,HR Analyst,Band_2,5,Bangalore,2,1,Yes,Referral,90,2024-09-18,2024-10-04,16
HT0432,HR,Recruiter,Band_6,16,Tokyo,5,3,No,Consultant,90,2025-09-09,2025-09-29,20
HT0433,HR,Recruiter,Band_5,18,Shanghai,5,1,No,Referral,90,2024-07-09,2024-07-31,22
HT0434,HR,HR Analyst,Band_2,3,Osaka,1,3,Yes,Consultant,90,2024-11-03,2024-11-22,19
HT0435,Technology,Backend Developer,Band_6,11,Chennai,4,1,No,LinkedIn,90,2026-01-07,2026-01-31,24
HT0436,Operations,Supply Chain Lead,Band_5,16,Bangalore,4,3,No,LinkedIn,90,2026-01-11,2026-02-03,23
HT0437,HR,HR Analyst,Band_1,2,Nagoya,3,3,No,Consultant,60,2024-06-24,2024-07-19,25
HT0438,Technology,Data Engineer,Band_2,4,Bangalore,5,1,Yes,LinkedIn,60,2024-01-15,2024-02-01,17
HT0439,HR,HR Analyst,Band_2,4,Osaka,2,1,Yes,Referral,90,2025-03-08,2025-03-27,19
HT0440,Technology,Backend Developer,Band_1,1,Nagoya,4,3,No,Other,90,2024-04-15,2024-05-11,26
HT0441,Sales,Account Executive,Band_5,14,Shenzhen,3,2,No,Consultant,90,2024-01-20,2024-02-11,22
HT0442,Sales,Sales Manager,Band_6,11,Chennai,4,2,No,Referral,90,2024-07-15,2024-08-06,22
HT0443,Sales,Account Executive,Band_3,6,Bangalore,3,1,Yes,Naukri,30,2025-12-08,2025-12-28,20
HT0444,Technology,Backend Developer,Band_3,14,Hyderabad,2,2,Yes,Referral,60,2024-12-31,2025-01-19,19
HT0445,Operations,Operations Analyst,Band_5,15,Tokyo,5,1,No,Other,90,2024-09-30,2024-10-22,22
HT0446,Technology,Data Engineer,Band_6,17,Osaka,3,2,No,Naukri,90,2024-04-30,2024-05-20,20
HT0447,Sales,Sales Manager,Band_2,9,Bangalore,2,1,Yes,Other,90,2024-01-07,2024-01-30,23
HT0448,Sales,Account Executive,Band_2,5,Hyderabad,3,2,Yes,Naukri,90,2025-02-27,2025-03-23,24
HT0449,Technology,Backend Developer,Band_1,1,Nagoya,5,2,No,Referral,60,2025-11-07,2025-12-01,24
HT0450,Technology,Backend Developer,Band_5,20,Nagoya,2,2,No,LinkedIn,90,2025-09-17,2025-10-08,21
HT0451,Operations,Supply Chain Lead,Band_6,17,Bangalore,2,1,No,LinkedIn,90,2026-01-06,2026-01-29,23
HT0452,Sales,Sales Manager,Band_6,17,Shenzhen,1,2,No,Referral,90,2025-03-08,2025-03-28,20
HT0453,HR,Recruiter,Band_2,5,Shanghai,2,1,Yes,Referral,60,2025-08-18,2025-09-11,24
HT0454,Operations,Supply Chain Lead,Band_1,5,Hyderabad,3,3,No,Other,90,2024-05-30,2024-06-19,20
HT0455,HR,Recruiter,Band_5,16,Osaka,4,1,No,Other,90,2025-05-25,2025-06-19,25
HT0456,Sales,Sales Manager,Band_2,4,Osaka,1,3,Yes,Naukri,30,2024-02-03,2024-02-23,20
HT0457,Operations,Supply Chain Lead,Band_3,2,Osaka,4,1,Yes,LinkedIn,60,2024-11-06,2024-11-25,19
HT0458,Technology,Data Engineer,Band_2,3,Shanghai,4,2,Yes,Consultant,60,2025-05-07,2025-05-30,23
HT0459,Operations,Operations Analyst,Band_5,12,Shenzhen,2,3,No,LinkedIn,90,2025-11-11,2025-12-04,23
HT0460,Technology,ML Engineer,Band_5,17,Nagoya,5,1,No,LinkedIn,90,2024-03-28,2024-04-19,22
HT0461,Sales,Account Executive,Band_6,12,Shenzhen,2,2,No,LinkedIn,90,2025-08-16,2025-09-06,21
HT0462,HR,Recruiter,Band_1,3,Hyderabad,2,1,No,Other,60,2024-04-27,2024-05-17,20
HT0463,Sales,Account Executive,Band_6,19,Shanghai,2,3,No,Other,90,2024-02-29,2024-03-20,20
HT0464,HR,Recruiter,Band_1,1,Hyderabad,5,3,No,LinkedIn,60,2024-10-02,2024-10-24,22
HT0465,Sales,Sales Manager,Band_5,18,Hyderabad,5,2,No,LinkedIn,90,2025-02-20,2025-03-12,20
HT0466,HR,Recruiter,Band_6,13,Shenzhen,3,1,No,Naukri,90,2024-06-20,2024-07-10,20
HT0467,Operations,Operations Analyst,Band_2,3,Beijing,4,2,Yes,Naukri,60,2025-12-16,2026-01-06,21
HT0468,Operations,Operations Analyst,Band_2,4,Chennai,4,3,Yes,Consultant,90,2025-09-05,2025-09-27,22
HT0469,Technology,ML Engineer,Band_6,13,Hyderabad,1,1,No,Consultant,90,2024-03-20,2024-04-13,24
HT0470,Sales,Sales Manager,Band_1,3,Beijing,3,1,No,Referral,90,2024-08-14,2024-09-07,24
HT0471,Sales,Account Executive,Band_2,5,Beijing,2,3,Yes,LinkedIn,60,2025-10-15,2025-11-06,22
HT0472,Operations,Operations Analyst,Band_5,20,Nagoya,1,2,No,Consultant,90,2026-01-16,2026-02-08,23
